street_marker,vioTime,depTime,lat,lon,area
C9158,860,889,-37.79844107,144.9651089,University
1986N,860,866,-37.81664994,144.9622779,Banks
12266N,860,871,-37.80962183,144.9770233,Jolimont
C676,860,870,-37.81433785,144.9688029,City Square
9200N,860,948,-37.8311241,144.9668652,Southbank
C204,860,870,-37.81577294,144.9722709,Hyatt
11501S,862,873,-37.81152513,144.9532044,West Melbourne
13044N,862,1045,-37.82109504,144.9435931,Docklands
C9170,863,880,-37.79845224,144.9652092,University
12420N,864,918,-37.81087695,144.9777832,Jolimont
6213W,864,957,-37.80621993,144.950945,Queensberry
2890N,864,886,-37.81093249,144.9665423,Library
11897W,865,1009,-37.81026413,144.9781295,Jolimont
9411S,865,880,-37.83006291,144.9666113,Southbank
1209W,865,931,-37.81253494,144.959447,Titles
7015S,865,1076,-37.8073946,144.9591211,Victoria Market
9449S,865,1096,-37.83025691,144.9659247,Southbank
13658E,865,985,-37.81991684,144.9453842,Docklands
C264,866,873,-37.81528916,144.9720478,Hyatt
3392N,866,873,-37.80997748,144.9662277,Library
11876E,867,873,-37.81069143,144.9782983,Jolimont
13356E,867,900,-37.82198712,144.9477842,Docklands
C240,868,873,-37.81550777,144.9721482,Hyatt
11933W,868,917,-37.81551182,144.9825653,East Melbourne
11726E,868,874,-37.80986458,144.9729877,Jolimont
C1122,869,926,-37.81457007,144.9605018,Hardware
338E,869,926,-37.81433738,144.9717323,Hyatt
7660N,870,877,-37.80495487,144.9567006,Courtney
C13552,870,886,-37.81935188,144.945473,Docklands
C2720,870,906,-37.8098634,144.9705196,Princes Theatre
C500,871,1001,-37.8106499,144.9699122,Princes Theatre
1452E,871,903,-37.81681411,144.9560501,Family
13610E,872,999,-37.82020943,144.9439585,Docklands
C5576,872,911,-37.80634704,144.9539371,Queensberry
812E,873,890,-37.81129717,144.9675333,Library
3464N,874,886,-37.81210933,144.9589595,Mint
45W,874,881,-37.81273972,144.9735492,Twin Towers
10197W,874,888,-37.80360963,144.9494298,Queensberry
C1126,874,894,-37.81452183,144.9604796,Hardware
816E,874,882,-37.81124641,144.9675098,Library
12287S,874,885,-37.80976917,144.9770357,Jolimont
10338E,875,977,-37.80342859,144.9439571,Queensberry
1810E,875,894,-37.81867483,144.9609275,Tavistock
13794E,876,883,-37.81238797,144.9387212,Docklands
13371W,876,883,-37.81970875,144.9498029,Docklands
12448N,876,922,-37.81191814,144.9764948,Jolimont
13033S,876,926,-37.82057355,144.9492606,Docklands
682E,876,895,-37.81419688,144.9688636,City Square
8711W,876,886,-37.82480113,144.9633524,Southbank
1175W,877,883,-37.81356745,144.9599138,Hardware
1404E,877,884,-37.81905726,144.9570791,Rialto
12441S,877,911,-37.81194402,144.975685,Jolimont
12297S,877,884,-37.80980702,144.9773814,Jolimont
13029S,878,902,-37.82053721,144.9493859,Docklands
C806,878,893,-37.81137804,144.9674447,Library
12260N,878,906,-37.80953633,144.9762274,Jolimont
65W,878,913,-37.81024925,144.9724068,Princes Theatre
12391S,879,945,-37.81094999,144.9767461,Jolimont
11883W,879,886,-37.81075572,144.9780482,Jolimont
C1208,880,912,-37.81255668,144.9595811,Titles
981W,881,974,-37.81850605,144.9621837,Banks
C9122,881,890,-37.79840476,144.9647733,University
6171W,882,900,-37.80426415,144.9431407,Queensberry
9962N,882,904,-37.82595911,144.9672508,Southbank
6035S,882,1230,-37.81053313,144.9566557,Mint
13772E,882,894,-37.81346065,144.9393703,Docklands
C830,882,899,-37.81116389,144.967347,Library
1451W,882,932,-37.81689137,144.9558366,Family
13628E,882,899,-37.81942582,144.9444923,Docklands
C1234,882,896,-37.81222539,144.95943,Titles
8647W,883,943,-37.82560053,144.9624423,Southbank
13416E,883,910,-37.81973947,144.9479154,Docklands
2341S,883,894,-37.81192268,144.9713844,Windsor
13215S,883,895,-37.81881017,144.9476873,Docklands
1847S,883,895,-37.81881749,144.9592802,Rialto
10179W,884,895,-37.80409428,144.9493444,Queensberry
11703W,884,1070,-37.8101522,144.9727114,Jolimont
11754E,885,922,-37.81012047,144.9756886,Jolimont
C2654,885,900,-37.80962526,144.9713329,Princes Theatre
8702E,885,1110,-37.82503123,144.9633182,Southbank
48E,885,894,-37.81260835,144.9737395,Twin Towers
C700,885,931,-37.81416846,144.9687267,City Square
13606E,886,895,-37.82031148,144.9440037,Docklands
11705W,886,1092,-37.81009873,144.9727195,Jolimont
1979S,886,898,-37.8166486,144.962849,Banks
C13624,886,900,-37.8196649,144.9443883,Docklands
12067W,887,893,-37.81189537,144.9831792,East Melbourne
5123W,887,899,-37.80336354,144.9571164,Courtney
C1140,887,927,-37.81430567,144.9603801,Hardware
C304,888,932,-37.81473779,144.9717907,Hyatt
1295W,889,960,-37.81845605,144.9593577,Tavistock
12279S,889,925,-37.80973763,144.976744,Jolimont
11893W,889,898,-37.81039625,144.9781077,Jolimont
C2842,889,942,-37.81055768,144.9681371,Princes Theatre
13246N,889,1110,-37.81965062,144.9441227,Docklands
12277S,889,895,-37.80973085,144.9766814,Jolimont
9433S,889,936,-37.8301729,144.9662151,Southbank
12398N,890,922,-37.81073265,144.9764569,Jolimont
13853S,891,940,-37.81411372,144.9415683,Docklands
C224,891,957,-37.81559854,144.9721908,Hyatt
11766E,892,1047,-37.80992531,144.9757209,Jolimont
C1216,892,941,-37.81243892,144.9595274,Titles
12046E,892,1040,-37.81233742,144.9833424,East Melbourne
959W,892,898,-37.8120208,144.9620312,Library
1192E,892,985,-37.81331958,144.9600567,Hardware
C236,893,995,-37.81553016,144.9721587,Hyatt
1447W,893,907,-37.81699389,144.9558836,Family
3435S,893,1026,-37.81080727,144.9635679,Library
12343S,893,925,-37.81004134,144.9795248,East Melbourne
9527S,894,943,-37.82828614,144.965512,Southbank
2557S,894,923,-37.81389609,144.9606142,Hardware
2847S,894,910,-37.81067521,144.968087,Princes Theatre
13766E,896,1090,-37.81360685,144.9394589,Docklands
9887S,896,931,-37.82555494,144.9689876,Southbank
13870N,897,914,-37.81399876,144.9416974,Docklands
7331W,897,927,-37.80552845,144.9492246,West Melbourne
13760E,897,910,-37.812263,144.9362268,Docklands
2899S,897,906,-37.8112266,144.9661859,Library
C1166,897,936,-37.81363641,144.9600742,Hardware
C1212,897,941,-37.81248517,144.9595485,Titles
C670,897,905,-37.81440745,144.9688341,City Square
8639W,898,1028,-37.82568055,144.9623484,Southbank
4478E,898,955,-37.81288173,144.9542372,Magistrates
13328E,898,920,-37.81684984,144.9458679,Docklands
39W,898,954,-37.81387628,144.9741067,Twin Towers
951W,898,907,-37.81305338,144.9625077,Chinatown
10177W,898,918,-37.80414888,144.9493349,Queensberry
13329W,899,918,-37.81891969,144.9484019,Docklands
C996,900,906,-37.81847631,144.9622961,Banks
C7740,900,910,-37.80313959,144.9504104,Queensberry
8325W,900,948,-37.82493803,144.9682057,Southbank
13221S,900,911,-37.81891316,144.9473267,Docklands
13301S,900,907,-37.82234164,144.9468699,Docklands
9238N,901,929,-37.82873656,144.970731,Southbank
5284E,901,926,-37.80452345,144.9574444,Courtney
C1148,902,1070,-37.81419055,144.9603271,Hardware
2350N,902,948,-37.81190347,144.9708985,Windsor
9850N,904,1002,-37.82518459,144.9698851,Southbank
12416N,905,1056,-37.81086362,144.9776605,Jolimont
13341W,906,1011,-37.81925514,144.948415,Docklands
C268,907,927,-37.8152664,144.9720373,Hyatt
13377W,908,917,-37.81987589,144.9499389,Docklands
5160E,908,1009,-37.80268082,144.9569237,Courtney
5271W,908,928,-37.80449756,144.9573175,Courtney
13632E,908,931,-37.81903333,144.9443151,Docklands
11756E,908,939,-37.81008795,144.975694,Jolimont
13217S,909,958,-37.81887903,144.9474453,Docklands
12329S,909,924,-37.80999697,144.9791214,East Melbourne
C696,910,924,-37.81419222,144.9687374,City Square
2553S,911,924,-37.8138616,144.9607337,Hardware
13578E,912,953,-37.82037563,144.9429534,Docklands
5147W,912,934,-37.80285325,144.9568774,Courtney
12455S,912,938,-37.81201309,144.9763152,Jolimont
C2756,913,964,-37.809984,144.9701075,Princes Theatre
C2800,913,923,-37.81036429,144.9687979,Princes Theatre
13428E,913,938,-37.81999936,144.9481917,Docklands
13725W,913,936,-37.81224103,144.9360988,Docklands
1433W,914,943,-37.81777479,144.956239,Family
C244,915,936,-37.81545645,144.9721251,Hyatt
C13520,916,921,-37.81926491,144.9457745,Docklands
9897S,916,931,-37.82564683,144.968672,Southbank
5349W,916,952,-37.810241,144.9555931,Mint
12461S,916,936,-37.81203633,144.9765303,Jolimont
769W,918,930,-37.81236878,144.9677738,Chinatown
13426E,918,1021,-37.81995604,144.9481458,Docklands
C1142,918,943,-37.81428287,144.9603696,Hardware
1789S,918,944,-37.81739263,144.9638999,Banks
910E,918,923,-37.8168627,144.9644608,Degraves
C2664,918,927,-37.80966734,144.9711889,Princes Theatre
13829S,919,948,-37.81556065,144.9374898,Docklands
13330E,919,940,-37.81679387,144.9458432,Docklands
C340,919,935,-37.81439207,144.9716304,Hyatt
C1118,920,949,-37.81461496,144.9605225,Hardware
11740E,920,994,-37.81034821,144.9756509,Jolimont
C256,920,945,-37.81533488,144.9720688,Hyatt
11995W,920,933,-37.81391268,144.9828374,East Melbourne
2861S,920,925,-37.81080965,144.9676332,Princes Theatre
9453S,920,930,-37.83027812,144.9658514,Southbank
C6420,921,1054,-37.80351884,144.9510465,Queensberry
1458E,921,926,-37.81664573,144.955974,Family
7741S,921,928,-37.80323523,144.9504106,Queensberry
13612E,921,940,-37.82009631,144.9439089,Docklands
37W,921,931,-37.81392533,144.9741295,Twin Towers
C568,921,941,-37.80936489,144.9693232,Regency
789W,921,1170,-37.81154817,144.9673986,Library
13256N,922,1110,-37.81989374,144.9432877,Docklands
13466E,922,964,-37.82016452,144.9486632,Docklands
9541S,922,931,-37.82820384,144.9650811,Southbank
13791W,922,936,-37.81306916,144.9406416,Docklands
2508N,922,930,-37.81086532,144.9708109,Princes Theatre
2137S,922,1110,-37.8127342,144.9721843,Twin Towers
C576,923,960,-37.80928025,144.9692843,Regency
C13720,924,1022,-37.82006342,144.9430106,Docklands
13580E,924,938,-37.82032363,144.9429294,Docklands
11923W,924,938,-37.81577767,144.9825201,East Melbourne
13215S,924,938,-37.81881017,144.9476873,Docklands
253W,924,944,-37.81544634,144.9719986,Hyatt
7037S,925,1099,-37.80760482,144.9583967,Victoria Market
C344,925,934,-37.81436682,144.9716188,Hyatt
13785W,925,989,-37.81322759,144.9407383,Docklands
13223S,926,975,-37.81893006,144.9472674,Docklands
682E,927,939,-37.81419688,144.9688636,City Square
C592,928,933,-37.80892155,144.9691197,Regency
13418E,929,935,-37.81978279,144.9479615,Docklands
8471W,929,1110,-37.82540533,144.9666832,Southbank
12477S,930,1030,-37.81211825,144.9772799,Jolimont
9222N,930,958,-37.83125756,144.96641,Southbank
C5858,930,959,-37.80531069,144.9537465,Queensberry
1973S,930,1033,-37.81659289,144.9630408,Banks
C672,931,942,-37.81438396,144.9688236,City Square
13667W,931,959,-37.82111078,144.945353,Docklands
13653W,931,957,-37.82030819,144.9453897,Docklands
12335S,932,991,-37.81001179,144.9792555,East Melbourne
959W,933,944,-37.8120208,144.9620312,Library
13343W,933,942,-37.81931142,144.9484171,Docklands
93W,934,946,-37.80878491,144.9717313,Regency
673W,934,943,-37.81441285,144.9687144,City Square
12085W,934,949,-37.8110416,144.9833218,East Melbourne
C6418,935,963,-37.80354154,144.9510425,Queensberry
1920N,935,951,-37.81459062,144.9693496,Hyatt
12443S,936,982,-37.81196723,144.9759003,Jolimont
1979S,937,944,-37.8166486,144.962849,Banks
20E,937,960,-37.81447461,144.9746042,Twin Towers
C1218,937,995,-37.81241681,144.9595174,Titles
12285S,938,978,-37.8097585,144.9769364,Jolimont
C276,938,969,-37.81522059,144.9720163,Hyatt
4886E,938,984,-37.8083196,144.9580248,Victoria Market
13654E,939,1063,-37.82030901,144.9454865,Docklands
C676,940,947,-37.81433785,144.9688029,City Square
13228N,940,953,-37.81937048,144.9450954,Docklands
C692,940,947,-37.81421597,144.968748,City Square
C13532,941,982,-37.81929825,144.9456589,Docklands
13782E,941,998,-37.81278165,144.9389593,Docklands
C814,941,1009,-37.81133017,144.9674228,Library
C1130,942,1014,-37.81444956,144.9604465,Hardware
C13528,942,958,-37.8192888,144.9456917,Docklands
1847S,943,959,-37.81881749,144.9592802,Rialto
C9114,943,954,-37.79839825,144.9647112,University
686E,943,1022,-37.81414395,144.9688393,City Square
C13636,943,952,-37.8196902,144.9443014,Docklands
1289W,943,951,-37.81901005,144.9596111,Tavistock
7741S,944,987,-37.80323523,144.9504106,Queensberry
10166E,944,1027,-37.80447057,144.9494688,Queensberry
1552E,944,1052,-37.81225821,144.9511409,West Melbourne
1982N,945,988,-37.8166151,144.9623981,Banks
13480E,945,960,-37.81943019,144.9503876,Docklands
427W,945,1005,-37.81274444,144.9707469,Windsor
C6302,945,1016,-37.80474565,144.9508299,Queensberry
9541S,945,1018,-37.82820384,144.9650811,Southbank
13634E,946,1041,-37.81898174,144.9442912,Docklands
C13676,946,951,-37.81995237,144.9433924,Docklands
13240N,946,1072,-37.81959521,144.9443124,Docklands
9443S,947,968,-37.83022552,144.9660332,Southbank
10173W,947,972,-37.80424625,144.9493176,Queensberry
13416E,947,969,-37.81973947,144.9479154,Docklands
10003S,947,961,-37.8236152,144.9694035,Southbank
11503S,947,994,-37.81154627,144.9531295,West Melbourne
10119W,948,966,-37.80325633,144.947963,Queensberry
12265S,949,989,-37.80968799,144.9762857,Jolimont
7666N,949,962,-37.8038648,144.9577258,Courtney
3930N,949,969,-37.81219457,144.954629,Magistrates
6227W,949,961,-37.80604907,144.9508674,Queensberry
C13716,949,956,-37.82005535,144.9430383,Docklands
12015W,949,962,-37.81329105,144.9829451,East Melbourne
12330N,950,960,-37.80983352,144.978963,East Melbourne
11896E,951,993,-37.81017859,144.9783847,Jolimont
C680,951,976,-37.81428853,144.9687806,City Square
50E,951,958,-37.81255423,144.9737144,Twin Towers
C572,951,969,-37.80933865,144.9693112,Regency
C13620,952,961,-37.81965647,144.9444173,Docklands
1723S,952,983,-37.81438925,144.9741645,Twin Towers
C9174,952,979,-37.79845882,144.9652712,University
C1134,953,963,-37.81440089,144.9604241,Hardware
1975S,953,960,-37.81661141,144.9629771,Banks
12073W,953,1110,-37.81137242,144.9832668,East Melbourne
2338N,953,963,-37.81174905,144.9714237,Windsor
C6130,953,1010,-37.80438595,144.9523992,Queensberry
C1168,953,970,-37.81361222,144.9600631,Hardware
13663W,954,970,-37.8212229,144.9453826,Docklands
2553S,954,969,-37.8138616,144.9607337,Hardware
10199W,954,992,-37.80355521,144.9494394,Queensberry
13301S,954,959,-37.82234164,144.9468699,Docklands
910E,955,969,-37.8168627,144.9644608,Degraves
C782,955,1013,-37.81164582,144.9675669,Library
7680N,955,990,-37.80375078,144.9567101,Courtney
C7040,956,987,-37.807488,144.958475,Victoria Market
2557S,957,980,-37.81389609,144.9606142,Hardware
C1132,957,998,-37.81442544,144.9604354,Hardware
13307W,958,965,-37.8205206,144.9472059,Docklands
553W,959,964,-37.80947742,144.9692514,Regency
13580E,959,972,-37.82032363,144.9429294,Docklands
C1262,959,982,-37.81170094,144.9591925,Titles
C252,960,1109,-37.8154107,144.9721042,Hyatt
7017S,960,1170,-37.80741316,144.9590573,Victoria Market
2129S,960,995,-37.81248834,144.9730252,Twin Towers
1228E,961,993,-37.8122279,144.9595585,Titles
C666,962,1065,-37.81445233,144.9688543,City Square
C280,962,1010,-37.81519773,144.9720058,Hyatt
12263S,965,1110,-37.80968093,144.9762208,Jolimont
13363W,966,1081,-37.8191705,144.9493785,Docklands
C670,966,975,-37.81440745,144.9688341,City Square
12481S,967,1091,-37.81213381,144.9774221,Jolimont
C13628,967,992,-37.81967334,144.9443593,Docklands
C348,968,985,-37.81434286,144.9716078,Hyatt
13300E,969,1070,-37.82024227,144.9473164,Docklands
13578E,970,976,-37.82037563,144.9429534,Docklands
C204,970,980,-37.81577294,144.9722709,Hyatt
5119W,970,1062,-37.8035905,144.9572218,Courtney
13215S,971,1018,-37.81881017,144.9476873,Docklands
12273S,971,976,-37.80971647,144.9765488,Jolimont
13313W,971,981,-37.82027323,144.9471289,Docklands
487W,972,990,-37.81071046,144.9698128,Princes Theatre
13346E,974,1019,-37.81584632,144.9454256,Docklands
13472E,974,991,-37.81872957,144.9498351,Docklands
2563S,974,979,-37.81412239,144.9598662,Supreme
13375W,975,1107,-37.81981417,144.9498858,Docklands
10177W,975,991,-37.80414888,144.9493349,Queensberry
5123W,975,1110,-37.80336354,144.9571164,Courtney
13367W,975,1004,-37.81956935,144.949693,Docklands
5259W,976,1034,-37.80482893,144.9572541,Courtney
5812E,976,1017,-37.80699052,144.9534817,Queensberry
8895W,977,986,-37.82454242,144.9615931,Southbank
13629W,977,1001,-37.82039383,144.9444854,Docklands
13876N,978,989,-37.81392423,144.9418947,Docklands
13418E,978,990,-37.81978279,144.9479615,Docklands
7646N,979,1058,-37.80500159,144.9571221,Courtney
13632E,979,1023,-37.81903333,144.9443151,Docklands
C9178,979,992,-37.79846206,144.9653021,University
13644E,980,1000,-37.82004401,144.944426,Docklands
C13664,981,1010,-37.81992818,144.9434756,Docklands
5269W,981,994,-37.80455279,144.9573069,Courtney
13406E,982,991,-37.81922803,144.9473708,Docklands
13911W,982,989,-37.81360587,144.9418344,Docklands
12418N,982,1005,-37.81087035,144.9777224,Jolimont
C1190,984,997,-37.81337904,144.9599577,Hardware
11707W,984,1027,-37.81004472,144.9727275,Jolimont
916E,984,991,-37.81669896,144.9643856,Degraves
5146E,984,1023,-37.80290518,144.9570279,Courtney
4373W,985,991,-37.80967443,144.9609548,The Mac
11501S,985,992,-37.81152513,144.9532044,West Melbourne
5144E,986,996,-37.80292804,144.9570385,Courtney
1916N,986,1029,-37.81454686,144.9694999,Hyatt
8871W,986,1230,-37.82543122,144.9605469,Southbank
962E,987,993,-37.81179901,144.9621385,Library
13677W,988,1065,-37.82096898,144.9462153,Docklands
5284E,988,994,-37.80452345,144.9574444,Courtney
43W,989,1002,-37.8127876,144.973571,Twin Towers
8672E,990,1110,-37.82532076,144.9629689,Southbank
13296E,990,995,-37.81645801,144.9456949,Docklands
13636E,990,997,-37.82036873,144.9445749,Docklands
10179W,991,1006,-37.80409428,144.9493444,Queensberry
13330E,991,1023,-37.81679387,144.9458432,Docklands
13787W,991,1052,-37.81317468,144.940706,Docklands
1975S,992,1027,-37.81661141,144.9629771,Banks
338E,992,999,-37.81433738,144.9717323,Hyatt
13642E,993,1017,-37.82010084,144.9444517,Docklands
13753W,993,1031,-37.81276726,144.9388313,Docklands
1736N,993,1055,-37.81465306,144.9730614,Twin Towers
13578E,993,1008,-37.82037563,144.9429534,Docklands
37W,994,1110,-37.81392533,144.9741295,Twin Towers
11810E,994,1004,-37.81389014,144.9777615,Jolimont
13332E,994,1034,-37.81673789,144.9458185,Docklands
12267S,994,1070,-37.80969521,144.9763525,Jolimont
13416E,995,1011,-37.81973947,144.9479154,Docklands
775W,996,1007,-37.81221754,144.9677054,Chinatown
9437S,996,1038,-37.83019364,144.9661434,Southbank
13781W,996,1011,-37.81333339,144.940802,Docklands
13043S,996,1004,-37.82126342,144.9468749,Docklands
961W,997,1012,-37.81196496,144.9620054,Library
9517S,997,1074,-37.82843564,144.9662811,Southbank
C684,998,1170,-37.8142635,144.9687694,City Square
C810,998,1170,-37.81135347,144.9674335,Library
C5954,999,1110,-37.80392684,144.9539936,Queensberry
13626E,999,1005,-37.81931753,144.9435815,Docklands
2339S,999,1018,-37.81190491,144.9714452,Windsor
771W,999,1006,-37.81231931,144.9677514,Chinatown
18E,999,1051,-37.81452914,144.9746296,Twin Towers
13725W,1000,1014,-37.81224103,144.9360988,Docklands
2384N,1000,1039,-37.81437124,144.9624642,McKillop
13033S,1001,1007,-37.82057355,144.9492606,Docklands
5072E,1001,1070,-37.80495739,144.9579768,Courtney
C2944,1001,1033,-37.81265946,144.9610092,Hardware
8316E,1001,1086,-37.82513892,144.9682689,Southbank
690E,1002,1066,-37.81409568,144.9688172,City Square
13348E,1002,1027,-37.81578968,144.9454006,Docklands
C6174,1003,1009,-37.80375923,144.95251,Queensberry
2553S,1003,1015,-37.8138616,144.9607337,Hardware
8342E,1003,1085,-37.82444458,144.9684783,Southbank
8893W,1004,1039,-37.82479338,144.9612975,Southbank
7013S,1004,1044,-37.80737503,144.9591884,Victoria Market
7660N,1005,1032,-37.80495487,144.9567006,Courtney
13679W,1005,1081,-37.82091476,144.946201,Docklands
13912E,1006,1021,-37.81390575,144.9412726,Docklands
10177W,1006,1025,-37.80414888,144.9493349,Queensberry
6043S,1007,1031,-37.81063834,144.9562983,Mint
11888E,1007,1051,-37.81038123,144.9783506,Jolimont
C6088,1007,1016,-37.80500303,144.9522899,Queensberry
C2760,1008,1052,-37.80999153,144.9700817,Princes Theatre
13230N,1008,1014,-37.81938964,144.9450293,Docklands
13029S,1008,1023,-37.82053721,144.9493859,Docklands
13232N,1008,1016,-37.81940788,144.9449664,Docklands
C806,1008,1078,-37.81137804,144.9674447,Library
11875W,1008,1023,-37.81134423,144.9779505,Jolimont
C13726,1009,1095,-37.82007954,144.9429551,Docklands
13347W,1009,1110,-37.81942624,144.9484213,Docklands
C676,1009,1019,-37.81433785,144.9688029,City Square
673W,1010,1021,-37.81441285,144.9687144,City Square
C1156,1010,1044,-37.81377717,144.9601381,Hardware
1207W,1010,1110,-37.81258423,144.9594691,Titles
C1118,1011,1055,-37.81461496,144.9605225,Hardware
13050N,1011,1018,-37.82104865,144.9433995,Docklands
13340E,1012,1110,-37.81651398,144.9457196,Docklands
13301S,1012,1110,-37.82234164,144.9468699,Docklands
11873W,1012,1110,-37.81139863,144.9779413,Jolimont
13418E,1012,1054,-37.81978279,144.9479615,Docklands
11742E,1013,1080,-37.8103156,144.9756563,Jolimont
C1142,1014,1104,-37.81428287,144.9603696,Hardware
13446E,1014,1022,-37.81921817,144.9486267,Docklands
C13552,1014,1110,-37.81935188,144.945473,Docklands
101W,1014,1110,-37.80825367,144.9714849,Regency
13424E,1014,1025,-37.81991273,144.9480997,Docklands
13228N,1015,1082,-37.81937048,144.9450954,Docklands
1157W,1015,1070,-37.8137775,144.9600102,Hardware
13602E,1015,1081,-37.82041347,144.9440489,Docklands
13576E,1015,1023,-37.8204818,144.9430042,Docklands
C2940,1015,1054,-37.81264012,144.9610757,Hardware
13788E,1016,1110,-37.81255912,144.9388248,Docklands
13404E,1017,1022,-37.81918379,144.9473239,Docklands
6241W,1017,1046,-37.80585475,144.9507787,Queensberry
10032N,1018,1030,-37.82324114,144.9667747,Southbank
89W,1019,1031,-37.80888641,144.9717781,Regency
9222N,1019,1081,-37.83125756,144.96641,Southbank
9429S,1019,1026,-37.83015204,144.9662872,Southbank
13723W,1019,1042,-37.81229556,144.9361306,Docklands
9453S,1020,1038,-37.83027812,144.9658514,Southbank
13911W,1021,1061,-37.81360587,144.9418344,Docklands
13408E,1021,1031,-37.81927229,144.9474178,Docklands
2376N,1021,1170,-37.81221483,144.9698362,Windsor
11894E,1021,1077,-37.81022933,144.9783762,Jolimont
13853S,1021,1051,-37.81411372,144.9415683,Docklands
2336N,1021,1026,-37.81173104,144.9714842,Windsor
13832N,1022,1073,-37.81302285,144.9393337,Docklands
C296,1022,1034,-37.81478028,144.9718104,Hyatt
8812E,1022,1170,-37.82279551,144.9667851,Southbank
694E,1022,1052,-37.81404742,144.9687951,City Square
C1126,1023,1032,-37.81452183,144.9604796,Hardware
13201S,1023,1126,-37.8186647,144.9481893,Docklands
13262N,1024,1110,-37.81994956,144.9430957,Docklands
964E,1024,1079,-37.81174234,144.9621122,Library
11788E,1024,1033,-37.81097081,144.9755849,Jolimont
11720E,1025,1068,-37.81002583,144.9729663,Jolimont
C304,1025,1036,-37.81473779,144.9717907,Hyatt
2350N,1025,1074,-37.81190347,144.9708985,Windsor
13697W,1025,1069,-37.81985853,144.9459237,Docklands
13377W,1026,1110,-37.81987589,144.9499389,Docklands
C818,1026,1033,-37.81130687,144.9674122,Library
7644N,1026,1037,-37.80494833,144.9484029,Queensberry
10159W,1026,1073,-37.80465393,144.9492475,Queensberry
C2776,1026,1230,-37.81026941,144.9691207,Princes Theatre
13367W,1028,1110,-37.81956935,144.949693,Docklands
2853S,1028,1039,-37.81073269,144.9678928,Princes Theatre
C1176,1028,1076,-37.81350053,144.9600126,Hardware
2551S,1029,1105,-37.81382557,144.9608584,Hardware
9128N,1029,1056,-37.8301739,144.9701408,Southbank
12042E,1031,1052,-37.81254119,144.9833059,East Melbourne
6525S,1031,1069,-37.80784257,144.9618804,The Mac
13225S,1032,1043,-37.81939766,144.9456302,Docklands
13786E,1032,1044,-37.81261599,144.9388591,Docklands
C7752,1032,1082,-37.80311186,144.9501633,Queensberry
7331W,1032,1110,-37.80552845,144.9492246,West Melbourne
7023S,1034,1170,-37.80747387,144.9588486,Victoria Market
951W,1034,1114,-37.81305338,144.9625077,Chinatown
C244,1035,1068,-37.81545645,144.9721251,Hyatt
5121W,1037,1056,-37.80341088,144.9571384,Courtney
C1168,1037,1057,-37.81361222,144.9600631,Hardware
43W,1038,1057,-37.8127876,144.973571,Twin Towers
C5886,1038,1110,-37.80497787,144.9538059,Queensberry
13655W,1038,1069,-37.82024697,144.9453748,Docklands
6540N,1040,1051,-37.80782027,144.9612675,The Mac
13876N,1041,1110,-37.81392423,144.9418947,Docklands
13304N,1041,1048,-37.82179703,144.950814,Docklands
9200N,1042,1056,-37.8311241,144.9668652,Southbank
13369W,1043,1110,-37.81961403,144.9497282,Docklands
13868N,1043,1091,-37.81402454,144.9416295,Docklands
13303S,1043,1110,-37.82233067,144.9467861,Docklands
13223S,1043,1068,-37.81893006,144.9472674,Docklands
12093W,1045,1110,-37.81083727,144.9833555,East Melbourne
437W,1045,1056,-37.81249094,144.9706287,Windsor
5220E,1045,1110,-37.80475038,144.9574011,Courtney
C2648,1045,1188,-37.80959173,144.9714474,Princes Theatre
961W,1046,1080,-37.81196496,144.9620054,Library
5292E,1046,1053,-37.8044346,144.9574613,Courtney
C2700,1047,1172,-37.80980108,144.9707322,Princes Theatre
13402E,1047,1178,-37.81913961,144.947277,Docklands
11523S,1047,1063,-37.81184393,144.9520775,West Melbourne
3435S,1048,1063,-37.81080727,144.9635679,Library
13332E,1049,1063,-37.81673789,144.9458185,Docklands
13334E,1049,1057,-37.81668191,144.9457938,Docklands
13638E,1050,1060,-37.82031364,144.9445508,Docklands
10197W,1052,1110,-37.80360963,144.9494298,Queensberry
8676E,1052,1110,-37.82528162,144.9630148,Southbank
11503S,1052,1065,-37.81154627,144.9531295,West Melbourne
9310N,1053,1084,-37.82918037,144.9692042,Southbank
13618E,1053,1062,-37.81952667,144.9436775,Docklands
C7754,1053,1087,-37.80310836,144.950132,Queensberry
12367S,1058,1077,-37.81013047,144.9803372,East Melbourne
6031S,1058,1086,-37.81049602,144.9567827,Mint
12049W,1058,1110,-37.81236164,144.9831013,East Melbourne
C6822,1058,1104,-37.80950645,144.955616,Victoria Market
13271S,1059,1107,-37.81956922,144.9492473,Docklands
9451S,1059,1069,-37.83026756,144.9658879,Southbank
13040N,1059,1110,-37.8211263,144.9437236,Docklands
13578E,1060,1076,-37.82037563,144.9429534,Docklands
7013S,1060,1170,-37.80737503,144.9591884,Victoria Market
12057W,1062,1104,-37.81215318,144.9831362,East Melbourne
C340,1062,1075,-37.81439207,144.9716304,Hyatt
2561S,1064,1110,-37.81410437,144.959928,Supreme
C13660,1064,1110,-37.81992012,144.9435033,Docklands
13356E,1065,1087,-37.82198712,144.9477842,Docklands
338E,1065,1071,-37.81433738,144.9717323,Hyatt
11764E,1066,1110,-37.80995784,144.9757155,Jolimont
13619W,1066,1078,-37.81958026,144.9435401,Docklands
